user_id,article_1,article_2,article_3,article_4,article_5
210648,20691,166581,271262,162655,336245
210649,199198,64329,198659,166581,123826
210650,199198,166581,175040,324823,156560
210651,272143,234698,123909,336221,96210
210652,59758,313504,284844,300470,236613
210653,218028,20691,199198,64329,336245
210654,272143,64329,175040,198659,168623
210655,272143,166581,160974,225055,198659
210656,199198,64329,288440,166581,156560
210657,64329,158536,162655,272143,158906
210658,336245,111043,172868,336220,235870
210659,96210,293114,288440,96755,233688
210660,124749,96755,202308,87228,87236
210661,272143,199198,175040,158536,162655
210662,64329,198659,166581,162655,324823
210663,158536,160417,160974,272143,199198
210664,87233,274717,333561,276348,42202
210665,166581,160417,162655,199198,156560
210666,199198,64329,198659,166581,324823
210667,20691,121834,336245,215928,15226
210668,199198,64329,198659,162655,175040
210669,283123,234051,103210,357715,189524
210670,123290,123757,124352,124749,123818
210671,272143,20691,96210,64329,198659
210672,272143,199198,166581,324823,218337
210673,160417,160974,158536,156560,348112
210674,158536,162655,160974,218337,64329
210675,71601,272143,160417,158536,199198
210676,199198,158536,175040,156560,160417
210677,64329,166581,324823,162655,224658
210678,96210,123757,124176,156560,124749
210679,285648,160974,300470,107218,202383
210680,206763,160974,96210,357196,354760
210681,62464,235174,20197,106200,273397
210682,20691,39894,336254,348140,352979
210683,234698,199198,289090,254265,300263
210684,199198,64329,198659,162655,96755
210685,160417,218337,162655,160974,64329
210686,341794,76485,343282,343150,341180
210687,158536,160417,160974,272143,199198
210688,233717,158536,162655,161100,64329
210689,272143,175040,199198,166581,218337
210690,272143,162655,64329,124748,123818
210691,64329,272143,199198,324823,166581
210692,123289,124350,124749,123757,124177
210693,166581,175040,162655,158536,198659
210694,336220,202355,331116,234267,235854
210695,283678,282586,284954,293301,36162
210696,285648,285342,284547,64329,175040
210697,199198,64329,288320,123909,166581
210698,278860,285648,213612,107015,107082
210699,64329,272143,160417,162655,199198
210700,123818,123290,124748,124352,158536
210701,64329,260002,160974,166581,199198
210702,238851,224069,233854,228079,165957
210703,272143,162655,175040,166581,158536
210704,158536,162655,160974,218337,64329
210705,272143,199197,336221,235870,182394
210706,284168,174288,285233,314788,285222
210707,50509,154932,35325,50238,34873
210708,234698,64409,272143,300082,235870
210709,158536,158082,300470,272143,156560
210710,354086,233688,119534,336220,64329
210711,235870,95716,145626,145669,300082
210712,64329,272143,199198,235715,209013
210713,272143,175040,209236,199198,158536
210714,272143,166581,224658,324823,162655
210715,199198,175040,158536,162655,324823
210716,272143,64329,199198,175040,224658
210717,38206,75281,74797,74805,74778
210718,160974,161506,234269,32082,29953
210719,160974,160417,158536,199198,272143
210720,272143,198659,182394,64329,166581
210721,336220,124350,337192,123290,277491
210722,284312,199198,213927,224658,162655
210723,199198,64329,198659,166581,324823
210724,160417,272143,336221,64329,336245
210725,338015,336761,280810,288923,283897
210726,160417,160974,162655,156560,156624
210727,160417,272143,162655,166581,156560
210728,199198,64329,198659,324823,166581
210729,111043,64329,199197,175040,156560
210730,158536,162655,160974,218337,64329
210731,214549,123909,286321,156624,108855
210732,272143,123757,123290,175040,166581
210733,156560,199198,158536,166581,157078
210734,199198,166581,20691,96210,156560
210735,160974,160417,158536,199198,272143
210736,199198,358109,64329,166581,324823
210737,59758,313504,284844,300470,236613
210738,199198,324823,198659,158536,162655
210739,272143,166581,175040,162655,182394
210740,289003,161506,234698,277107,57966
210741,160417,156560,234698,218028,160974
210742,199198,64329,166581,324823,162655
210743,199198,166581,175040,156560,158536
210744,272143,199198,234698,64329,336221
210745,64329,272143,162655,160417,235715
210746,70195,313434,360990,273432,19788
210747,199198,64329,166581,198659,209122
210748,160417,157078,64329,162655,272143
210749,146037,338340,124716,267807,277257
210750,202388,202534,66164,234698,95716
210751,111167,110774,194939,185475,190660
210752,158536,160417,272143,166581,199198
210753,285648,285342,284547,64329,175040
210754,272143,199198,175040,158536,162655
210755,199198,64329,198659,288528,270607
210756,62714,62748,285726,52228,75995
210757,272143,175040,199198,166581,218337
210758,331116,209236,160417,64329,208562
210759,199198,175040,158536,162655,198659
210760,199198,64329,336380,48403,324823
210761,4833,199198,64329,270607,293050
210762,199198,166581,175040,324823,156560
210763,272143,175040,199198,158536,162655
210764,199198,166581,175040,337735,158906
210765,158536,64329,162655,156560,272143
210766,158536,348112,158082,300470,233717
210767,336221,235870,245092,235440,199198
210768,272143,175040,199198,166581,218337
210769,272143,198659,182394,64329,166581
210770,156560,64329,198659,166581,162655
210771,235616,234698,272143,289090,95716
210772,162655,218337,160974,64329,156560
210773,64329,156560,198659,162655,199198
210774,160974,162655,156560,218337,64329
210775,123290,124352,123289,124350,123909
210776,272143,111043,128260,181585,233688
210777,336221,336220,272143,119193,161506
210778,158536,162655,160974,218337,64329
210779,183176,199198,64329,162655,283505
210780,162655,218337,156560,166581,199198
210781,162655,158536,293114,158082,123826
210782,124749,158536,96755,272143,218337
210783,199198,64329,198659,158536,162655
210784,336380,234698,95716,270799,235652
210785,272143,158536,160417,199198,156560
210786,15226,272143,198659,187067,16911
210787,272143,199198,158536,324823,285342
210788,20691,272143,199198,288440,158536
210789,199198,64329,198659,57616,175040
210790,202343,272143,42765,41578,41799
210791,272143,235715,64329,199198,162655
210792,285648,285342,284547,64329,175040
210793,272143,175040,199198,166581,218337
210794,160417,218337,272143,162655,166581
210795,235230,64329,156624,162655,199198
210796,207994,58619,272143,161602,160417
210797,272143,199198,336221,158536,235870
210798,282073,284011,166048,280182,166050
210799,272143,199198,175040,336221,237578
210800,96210,20691,336380,73271,158094
210801,94820,95302,97116,94495,94598
210802,64329,166581,162655,182394,199197
210803,96210,123613,288440,64329,199198
210804,31520,64329,272143,272218,336380
210805,245077,225428,219921,133142,225837
210806,336223,272143,128260,277491,199198
210807,272143,198659,182394,64329,166581
210808,199198,158536,175040,156560,160417
210809,206735,160974,300470,208360,202534
210810,96210,283009,198659,64329,331116
210811,123289,162655,124352,123818,123757
210812,272143,235715,64329,199198,162655
210813,64329,272143,199198,324823,166581
210814,160417,218337,162655,160974,64329
210815,296163,226334,162814,213497,197980
210816,156560,162655,218337,160974,64329
210817,64329,158536,162655,272143,215861
210818,64329,198659,158536,175040,336221
210819,199198,64329,198659,336223,70591
210820,272143,166581,214800,123909,160974
210821,199198,175040,158536,162655,198659
210822,327649,327766,78366,59015,55937
210823,160748,254265,234698,158536,129434
210824,336221,236207,58580,235870,199198
210825,158536,160417,162655,87236,300470
210826,272143,199198,175040,158536,162655
210827,272143,162655,64329,158536,198659
210828,95134,61548,65753,160417,160974
210829,199198,123289,166581,124350,64329
210830,123818,156560,20691,166581,124748
210831,64329,199198,198659,293050,166581
210832,160417,272143,162655,166581,336223
210833,162814,298035,298032,167036,25381
210834,272143,206627,199198,175040,158536
210835,220032,199198,224832,220550,166581
210836,160417,336223,160974,158536,156560
210837,158536,123290,123818,124352,160417
210838,64329,272143,199198,324823,166581
210839,272514,234051,96755,124749,206570
210840,272143,199198,158536,160974,235715
210841,285342,336801,313431,235440,58193
210842,199198,235616,234698,175040,156560
210843,272143,64329,331738,162655,234051
210844,285648,285342,284547,64329,175040
210845,158536,64329,160417,166581,162655
210846,64329,199198,198659,175040,162655
210847,272143,235870,95716,198659,235616
210848,272143,309311,289090,235616,64329
210849,235854,336220,288435,272143,289090
210850,160417,218337,162655,160974,64329
210851,64329,272143,199198,324823,166581
210852,199198,64329,198659,166581,324823
210853,160974,160417,158536,199198,272143
210854,64329,272143,199198,235715,198659
210855,64329,272143,286161,162655,156619
210856,158536,272143,336220,271262,183176
210857,296163,226334,162814,213497,197980
210858,272143,160417,158536,199198,166581
210859,160417,162655,336221,166581,199198
210860,124350,202355,199198,338340,124176
210861,272143,199198,255354,175040,331116
210862,166581,162655,199198,156560,160417
210863,50619,96933,272143,235715,64329
210864,95716,288440,166581,199198,300082
210865,160417,162655,64329,218337,300470
210866,325248,351900,17101,35665,35448
210867,160417,218337,162655,160974,64329
210868,58619,199198,272143,175040,166581
210869,199198,272143,64329,166581,160974
210870,297906,298310,300128,300923,298035
210871,235840,76455,129557,233562,235154
210872,272143,199198,202355,175040,336254
210873,64329,160974,156560,166581,199198
210874,233688,96210,208562,283505,183176
210875,160974,160417,158536,199198,272143
210876,272143,199198,175040,158536,162655
210877,199198,158536,324823,198659,156560
210878,234698,95716,235870,293301,123826
210879,64329,198659,162655,175040,313920
210880,199198,64329,198659,166581,324823
210881,123818,123290,168623,336928,124748
210882,218028,336221,202559,235870,272143
210883,272143,64329,162655,166581,160417
210884,31124,27484,26474,30711,30814
210885,64329,199198,198659,324823,162655
210886,198659,199198,64329,124748,175040
210887,199198,64329,161801,198659,271262
210888,156625,168623,160417,276970,64329
210889,87111,87096,87233,357998,87692
210890,272143,175040,199198,166581,218337
210891,272143,199198,175040,158536,162655
210892,272143,160417,336223,336221,293114
210893,67542,16039,84490,79376,181486
210894,272143,235715,64329,199198,162655
210895,272143,175040,199198,166581,218337
210896,119193,234698,199198,48403,166581
210897,272143,175040,199198,166581,218337
210898,285648,285342,284547,64329,175040
210899,233688,336223,123826,284985,234006
210900,285648,285342,284547,64329,175040
210901,272143,235715,64329,199198,162655
210902,207994,158536,161602,358109,272143
210903,272143,175040,199198,166581,218337
210904,64329,211722,213877,272143,212089
210905,128957,224855,225653,225374,199198
210906,285956,76538,76227,75783,284312
210907,336245,288440,199198,205824,166581
210908,276970,272143,64329,162655,95972
210909,233688,87231,20691,272143,87236
210910,96210,336245,199198,64329,293050
210911,272143,158536,162655,199198,218337
210912,160974,160417,158536,158082,156560
210913,160417,64329,162655,156560,160974
210914,233688,111043,199198,166581,128260
210915,199198,123757,124350,123290,124352
210916,336220,199198,64329,95716,234269
210917,199198,175040,271262,96210,158536
210918,124749,199198,64329,338340,96755
210919,123818,123290,123289,124352,123909
210920,199198,166581,175040,158536,284985
210921,160417,272143,158536,175040,156560
210922,64329,272143,199198,324823,166581
210923,123818,123290,124228,124352,64329
210924,119534,111043,354086,64329,336220
210925,199198,166581,124350,124177,208150
210926,272143,175040,199198,166581,218337
210927,162655,289090,158536,160974,234267
210928,123757,231786,199198,235616,64329
210929,156447,181976,171627,144875,166546
210930,64329,272143,199198,284452,235715
210931,160417,64329,218337,162655,160974
210932,234698,183176,283009,233717,336223
210933,272143,235715,64329,199198,162655
210934,348093,272143,31836,157078,336220
210935,161602,160417,272143,158536,124546
210936,199198,64329,198659,166581,324823
210937,95716,272143,199198,59057,64329
210938,123909,272143,175040,286321,108855
210939,272143,199198,224658,182394,166581
210940,64329,285648,160417,67332,25058
210941,96755,284985,348109,133160,119193
210942,285648,285342,284547,64329,175040
210943,124748,64329,162655,166581,198659
210944,123757,123290,124749,124350,124352
210945,226382,226364,64329,226238,226237
210946,336223,31836,283392,124350,288320
210947,124352,123757,123289,124177,272143
210948,272143,119193,175040,166581,348112
210949,235870,215861,59057,156560,123818
210950,199198,234698,166581,175040,95716
210951,194241,337807,284946,261774,118860
210952,272143,218337,158536,175040,160417
210953,64329,272143,199198,324823,166581
210954,73506,286321,38453,123909,73287
210955,64329,233658,272143,160417,166581
210956,183176,285342,157078,199198,208150
210957,162655,156560,199198,20691,338340
210958,64329,199198,324823,168623,166581
210959,64329,160417,286321,293301,272143
210960,272143,234698,123909,336221,96210
210961,160417,160974,272143,156560,64329
210962,199198,20691,166581,175040,293114
210963,271262,199198,64329,234006,58580
210964,123818,124352,123289,156560,124228
210965,158536,64329,224354,162655,202388
210966,272143,175040,199198,166581,218337
210967,285956,76227,76272,75783,70737
210968,272143,64329,199198,175040,235715
210969,160417,218337,162655,160974,64329
210970,199198,64329,124177,166581,336221
210971,64329,272143,162655,293114,160417
210972,158536,64329,160417,166581,162655
210973,272143,235715,64329,199198,162655
210974,10082,8793,8901,9027,9827
210975,272143,198659,182394,64329,166581
210976,209013,233688,234006,58619,64329
210977,272143,198659,224658,162655,64329
210978,199198,64329,198659,166581,324823
210979,234698,124350,123290,124352,156560
210980,158536,272143,218337,162655,156560
210981,199198,64329,198659,162655,166581
210982,272143,123757,123290,288320,133160
210983,166581,175040,202559,289090,198659
210984,272143,199198,166581,324823,218337
210985,234267,235870,234269,95716,277491
210986,199198,64329,198659,162655,175040
210987,87188,199197,313431,107233,284547
210988,272143,235715,64329,199198,162655
210989,336220,111043,96210,348112,64329
210990,272143,198659,224658,162655,191916
210991,272143,234698,123909,336221,96210
210992,272143,235715,64329,199198,162655
210993,199198,64329,198659,166581,324823
210994,272143,183176,313431,48403,161602
210995,272143,160417,123757,160974,64329
210996,268507,268377,28408,72612,109282
210997,159762,271887,285719,233717,289126
210998,272143,160417,158536,199198,166581
210999,64329,123289,162655,166581,175040
211000,123290,124352,123818,124177,123909
211001,283123,160974,285268,225463,234051
211002,160417,64329,162655,272143,156560
211003,162655,272143,64329,218337,160974
211004,124749,168623,123757,336221,123818
211005,96210,209236,20691,235016,233784
211006,272143,158536,156560,166581,160417
211007,272143,199198,158536,160974,235715
211008,336221,166581,175040,198659,162655
211009,158536,162655,160974,218337,64329
211010,145132,144009,145012,145622,145397
211011,272143,235715,64329,199198,162655
211012,272143,166581,87236,87205,198659
211013,160417,218337,272143,162655,166581
211014,100890,74882,350594,70547,356137
211015,336223,202388,199198,289090,336220
211016,123818,336221,336223,272143,234698
211017,272143,175040,166581,162655,293114
211018,71601,69814,207193,202383,206606
211019,65568,253136,274992,66360,100945
211020,348124,121936,122056,348135,348108
211021,160417,64329,162655,156560,156619
211022,158536,162655,160974,218337,64329
211023,272143,158536,160417,199198,175040
211024,199198,175040,158536,162655,198659
211025,160974,160417,158536,199198,272143
211026,199198,64329,198659,166581,324823
211027,119193,234698,48403,293301,271261
211028,160974,160417,158536,199198,272143
211029,31520,108856,336380,156355,160974
211030,272143,235715,64329,199198,162655
211031,285648,285342,284547,64329,175040
211032,158536,162655,160974,218337,64329
211033,285342,237524,272143,199198,158536
211034,166581,175040,198659,162655,123757
211035,199198,166581,175040,293301,324823
211036,272143,158536,162655,160417,175040
211037,235870,95716,300082,234269,315105
211038,123290,124352,336221,95716,124177
211039,64329,132789,162655,158536,156560
211040,70095,355142,355175,234698,355933
211041,272143,235616,64329,235230,199198
211042,64329,198659,162655,324823,224658
211043,71601,48403,59057,199198,64329
211044,162655,158536,158082,300470,16129
211045,160417,218337,272143,124748,162655
211046,166581,162655,199198,156560,160417
211047,272143,175040,166581,235616,58193
211048,206027,272143,286321,199198,123909
211049,64329,162655,160974,156560,277382
211050,288440,124749,123290,123757,124352
211051,199198,160974,160417,156560,324823
211052,160974,162655,160417,162300,156808
211053,272143,199198,224658,182394,166581
211054,272143,175040,199198,166581,218337
211055,199198,64329,158536,198659,156560
211056,272143,175040,199198,166581,218337
211057,160417,162655,218337,272143,156560
211058,272143,234698,123909,336221,96210
211059,199198,64329,198659,166581,324823
211060,96210,336245,199198,338340,64329
211061,272143,124748,123818,123290,158536
211062,153166,160417,218337,272143,162655
211063,285106,65887,283686,340621,286086
211064,70986,36162,209348,58619,205958
211065,123757,124352,123818,336220,123289
211066,158536,162655,160974,218337,64329
211067,64329,272143,199198,324823,166581
211068,272143,284985,175040,158536,209236
211069,233688,64329,198659,123909,162655
211070,124748,123818,123290,124352,124228
211071,96210,160417,272143,20691,158536
211072,272143,175040,234051,199198,189524
211073,160417,218337,162655,160974,64329
211074,272143,198659,182394,64329,166581
211075,336220,199198,64329,234267,198659
211076,156624,156560,4956,15264,160417
211077,124748,123289,124194,124350,123909
211078,199198,166581,175040,324823,156560
211079,296163,263693,226334,162814,157332
211080,272143,175040,199198,166581,218337
211081,272143,20691,166581,245161,183176
211082,64329,234698,336223,158536,199198
211083,64329,162655,175040,182394,199197
211084,336220,235854,96210,162655,336221
211085,218337,162655,272143,156560,160974
211086,160417,156560,156624,162655,149623
211087,160974,160417,158536,199198,272143
211088,272143,235715,64329,199198,202675
211089,336245,160417,288440,272143,129434
211090,199198,166581,158536,156560,195872
211091,233688,20691,336245,335553,335453
211092,123909,272143,214709,160417,158536
211093,336223,300473,298310,298035,298032
211094,272143,175040,199198,166581,218337
211095,210620,124350,107063,350757,350887
211096,283123,285648,234051,103210,357715
211097,123757,123818,336221,123290,198659
211098,124177,123818,123290,124352,336223
211099,199198,64329,198659,214800,162655
211100,272143,48403,119193,199198,255354
211101,272143,235715,64329,199198,162655
211102,158536,159762,156560,272143,162655
211103,48403,119193,59057,221711,160974
211104,160417,218337,162655,160974,64329
211105,162655,158536,286161,156560,158082
211106,64329,272143,199198,324823,166581
211107,218028,289090,209236,338340,234267
211108,160417,218337,162655,160974,64329
211109,276970,336380,31520,233658,108856
211110,199198,64329,198659,166581,324823
211111,158536,199198,156560,166581,160974
211112,87207,87126,94304,262171,116136
211113,235616,234698,337192,336221,123909
211114,336245,272143,160417,156560,158536
211115,293050,272143,123826,199198,166581
211116,272143,199198,64329,20691,235715
211117,124749,336223,338340,96755,70999
211118,199198,166581,48403,158536,156560
211119,272143,175040,199198,166581,218337
211120,64329,272143,199198,324823,206606
211121,123290,123818,124352,124194,123289
211122,160417,218337,162655,160974,64329
211123,336221,336223,235870,199198,300082
211124,162655,234698,64329,198659,95716
211125,288440,336221,198659,64329,336223
211126,64329,168623,124350,159762,96210
211127,199198,64329,198659,166581,324823
211128,272143,123818,124177,166581,123290
211129,64329,31836,124749,270229,272143
211130,95716,48403,234698,119193,175040
211131,156560,175040,160417,198659,336221
211132,272143,175040,199198,166581,218337
211133,156560,272143,64329,162655,348093
211134,158536,162655,160974,218337,64329
211135,64329,272143,324823,285648,199198
211136,199198,64329,198659,166581,324823
211137,64329,5755,62500,156560,199198
211138,160417,218337,162655,160974,64329
211139,64329,272143,199198,324823,166581
211140,158536,199198,162655,175040,123818
211141,31520,199198,64329,336223,166581
211142,152241,296163,84836,211732,153272
211143,124749,156355,158536,272143,336220
211144,124748,123757,284985,124749,233658
211145,124177,336245,123818,123290,288440
211146,272143,175040,199198,166581,218337
211147,124749,288440,336245,50504,284985
211148,64329,199198,166581,158536,162655
211149,104237,62893,244744,315018,283192
211150,175040,198659,162655,158536,324823
211151,174318,20249,85907,21229,263597
211152,156355,199198,64329,31520,198659
211153,166581,64329,260642,224658,121834
211154,272143,199198,348093,124749,235962
211155,272143,235715,64329,199198,162655
211156,285648,285342,284547,64329,175040
211157,160417,218337,162655,160974,64329
211158,272143,175040,199198,166581,218337
211159,160417,218337,272143,162655,166581
211160,272143,198659,182394,64329,166581
211161,209529,209545,205409,67262,209498
211162,73271,134808,83714,38453,73506
211163,272143,235715,64329,199198,162655
211164,62464,272143,336223,64329,107031
211165,199198,64329,198659,87224,162655
211166,162655,158536,223947,64329,156560
211167,272143,175040,199198,166581,218337
211168,272143,218337,162655,285719,160974
211169,272143,199198,166581,324823,218337
211170,123290,123818,272143,64329,123757
211171,272143,48403,166581,162655,175040
211172,160974,160417,158536,199198,272143
211173,199198,336221,327431,328222,166581
211174,160417,218337,162655,160974,64329
211175,158536,162655,272143,218337,156560
211176,199198,166581,175040,162655,324823
211177,234698,64329,199198,166581,198659
211178,58619,209013,31520,336223,199198
211179,160417,301015,218337,272143,276970
211180,25058,157770,64329,159034,158536
211181,20691,336245,32088,272143,289090
211182,272143,162655,160417,218337,166581
211183,272143,160417,158536,199198,166581
211184,199198,166581,175040,31520,286321
211185,272143,235715,64329,199198,162655
211186,64329,123290,123818,124352,162655
211187,272143,293301,166581,324823,198659
211188,289090,160417,59109,70129,100480
211189,336221,64329,199198,48403,336220
211190,71601,199198,283505,215993,128260
211191,64329,272143,199198,324823,166581
211192,160417,218337,272143,162655,270607
211193,272143,64329,95716,87224,234698
211194,283505,183176,64329,199198,166581
211195,272143,234698,123909,336221,96210
211196,161506,272143,199198,64329,293301
211197,160417,272143,162655,166581,156560
211198,207994,272143,175040,199198,324823
211199,10409,10207,9011,9135,194956
211200,198659,64329,162655,166581,175040
211201,199198,64329,235616,235870,95716
211202,158536,199198,160417,166581,156560
211203,272143,64329,96755,124749,198659
211204,158536,160417,272143,233688,166581
211205,160417,218337,162655,160974,64329
211206,162655,272143,156560,166581,160974
211207,234698,95716,300082,199198,96210
211208,20691,111043,348093,293050,288440
211209,272143,198659,182394,64329,166581
211210,272143,175040,199198,166581,218337
211211,124748,124350,123909,124177,272143
211212,234698,64329,198659,119193,20691
211213,338015,280810,288923,282785,280362
211214,207994,161602,357838,336221,58193
211215,272143,175040,206027,160417,199198
211216,272143,175040,199198,166581,218337
211217,124352,20691,123818,123757,124350
211218,160417,158536,272143,199198,156560
211219,272143,235870,111043,271261,288440
211220,198659,64329,166581,162655,58580
211221,64329,272143,162655,336220,277491
211222,338340,29840,118167,289090,303514
211223,160417,225010,208048,272143,162655
211224,159762,202652,95716,209013,156560
211225,64329,71601,336223,198659,209236
211226,175040,162655,124749,324823,182394
211227,237524,158536,162655,64329,156560
211228,272143,235616,64329,235870,95716
211229,336221,64329,257974,257042,289090
211230,272143,166581,182394,224658,218028
211231,293050,128957,96755,42519,284985
211232,272143,235715,64329,199198,162655
211233,89302,89298,106962,275042,207156
211234,272143,162655,160417,218337,199198
211235,237524,336221,199198,336223,95716
211236,272143,235715,64329,199198,162655
211237,272143,199198,124748,64329,123757
211238,199198,64329,166581,123909,124350
211239,272143,175040,199198,166581,218337
211240,158536,64329,160417,166581,162655
211241,272143,175040,199198,166581,218337
211242,64329,272143,199198,324823,166581
211243,124352,123818,123757,124350,199198
211244,336221,235854,277491,272143,234267
211245,272143,64329,235715,175040,199198
211246,20691,336245,199197,124194,283505
211247,16421,11605,10082,8793,8901
211248,199198,166581,175040,324823,156560
211249,158536,64329,160417,166581,162655
211250,272143,199198,175040,166581,123826
211251,160417,158536,16129,225463,128957
211252,161506,160974,124748,158536,211442
211253,272143,175040,199198,166581,218337
211254,48972,283592,160473,187432,270345
211255,233717,159762,123289,168623,234269
211256,48403,59057,31836,64329,119193
211257,293301,64329,156654,156560,199198
211258,336221,234698,237524,64329,272143
211259,15949,14868,272143,235715,64329
211260,272143,235715,64329,199198,162655
211261,272143,235715,64329,199198,162655
211262,70676,162655,329858,300470,70678
211263,202652,209348,284547,202289,199197
211264,199198,64329,198659,166581,324823
211265,160417,64329,162655,272143,156560
211266,199198,158536,157078,87224,166581
211267,199198,64329,198659,162655,175040
211268,272143,111043,234006,162655,198659
211269,285342,64329,199198,198659,324823
211270,336254,111043,283009,206785,160974
211271,41512,278696,283017,123853,38402
211272,233688,233717,161602,128260,64329
211273,284168,162655,326936,300470,73341
211274,336220,289090,160417,207994,235854
211275,272143,233658,175040,324823,158536
211276,272143,160417,158536,199198,234698
211277,62464,233658,96210,336380,31520
211278,160974,272143,156560,218337,166581
211279,63800,254497,254808,32705,32679
211280,160974,160417,158536,199198,272143
211281,64329,198659,162655,175040,199197
211282,158536,162655,160974,218337,64329
211283,97053,96680,20691,288440,97614
211284,272143,199198,48403,158536,166581
211285,199198,64329,198659,166581,324823
211286,177270,177884,178093,177183,176583
211287,199198,166581,158536,156560,293114
211288,160974,160417,158536,199198,272143
211289,160417,218337,162655,160974,64329
211290,124748,123818,272143,123290,64329
211291,336245,288440,336221,225010,277491
211292,272143,199198,166581,160974,160417
211293,123757,124350,124748,124194,124177
211294,124352,123818,95716,289090,48403
211295,74774,96793,95645,233658,96436
211296,160974,158536,162655,156560,158082
211297,64329,272143,199198,324823,166581
211298,272143,175040,199198,166581,218337
211299,272143,218337,158536,175040,160417
211300,288500,156624,160417,162655,156560
211301,233688,202355,236566,202416,96210
211302,272143,160417,158536,199198,166581
211303,160417,272143,162655,158536,175040
211304,272143,175040,199198,166581,218337
211305,158536,162655,160974,218337,64329
211306,293513,20691,168623,87224,64329
211307,73500,124350,123290,124352,272143
211308,336220,289090,59057,234698,341794
211309,123818,123290,199198,64329,198659
211310,336223,272143,291397,291523,133160
211311,199198,162655,175040,209122,156560
211312,64329,162655,348093,96210,233688
211313,64329,199198,166581,198659,156560
211314,234698,95716,20200,235870,336223
211315,156560,64329,162655,160417,166581
211316,199198,64329,32082,271262,198659
211317,168623,123757,162655,156560,293050
211318,96931,96053,91183,95731,91184
211319,233688,199198,207994,64329,283505
211320,20691,285342,336245,336801,71146
211321,158536,162655,160974,218337,64329
211322,160974,160417,158536,199198,272143
211323,158536,160417,272143,156560,199198
211324,89302,89298,106962,275042,207156
211325,348093,354099,352673,206570,353798
211326,289090,234267,199198,272143,183176
211327,272085,31707,32761,314735,297906
211328,25058,157770,64329,159034,158536
211329,64329,272143,199198,324823,166581
211330,272143,20691,175040,336245,96210
211331,218028,71601,20691,209236,336245
211332,279061,357587,84020,342214,36685
211333,272143,166581,235230,156560,224658
211334,123818,123757,124350,124748,124176
211335,64329,162655,166581,156560,218028
211336,160417,162655,160974,160158,218337
211337,272143,175040,199198,166581,218337
211338,166581,175040,198659,162655,324823
211339,64329,199198,166581,198659,324823
211340,206735,161602,70591,158536,168623
211341,198659,64329,166581,175040,162655
211342,272143,175040,199198,166581,218337
211343,199198,336221,166581,300082,156560
211344,336221,336245,272143,20691,64329
211345,336221,234698,336223,199198,31520
211346,123757,158536,96210,123290,160974
211347,95716,300082,156964,272143,214631
211348,124749,124176,123909,124194,87224
211349,96755,70999,272143,175040,160132
211350,199198,96210,64329,288440,166581
211351,129434,233658,202383,69553,207731
211352,272143,175040,199198,166581,218337
211353,293050,272143,123826,276970,199198
211354,272143,175040,199198,166581,218337
211355,156560,234698,235230,64329,199198
211356,3464,4994,4763,272143,3473
211357,96210,338340,336380,198159,199198
211358,70839,225010,71601,145166,70860
211359,199198,64329,198659,166581,324823
211360,158536,156560,199198,64329,160974
211361,336221,235870,156964,158536,160417
211362,160974,158536,272143,293301,156654
211363,175040,272143,161801,166581,199198
211364,272143,64329,199198,157078,207982
211365,124748,199198,209013,64329,198659
211366,48403,95716,69814,234698,272143
211367,158536,64329,162655,156560,272143
211368,234698,168623,123757,272143,293114
211369,96755,124749,48403,195843,272143
211370,160974,160417,158536,199198,272143
211371,199198,166581,175040,324823,156560
211372,168623,64329,272143,255354,199198
211373,20691,348112,111043,183176,158536
211374,198659,348093,132478,64329,162655
211375,160417,218337,272143,162655,166581
211376,166581,160974,123818,124177,123290
211377,160417,218337,272143,162655,166581
211378,166581,198659,64329,158536,156560
211379,336220,198659,64329,166581,209236
211380,199198,123757,123290,124352,175040
211381,20691,272143,160417,158536,199198
211382,158536,160974,272143,208970,156560
211383,96210,64329,160974,156560,166581
211384,64329,199198,198659,175040,162655
211385,183176,111043,64329,160417,224354
211386,199198,158536,175040,156560,160417
211387,199198,64329,198659,162655,175040
211388,64329,272143,199198,36161,2303
211389,156560,289090,124748,336220,162655
211390,272143,199198,175040,336223,133160
211391,124749,136629,336245,123757,272143
211392,180951,62434,62567,182527,183863
211393,159762,285719,289126,233717,257291
211394,160417,272143,160974,156619,64329
211395,272143,48403,285342,64329,119193
211396,199198,175040,158536,162655,198659
211397,199198,64329,198659,166581,324823
211398,286321,123909,124350,162655,123290
211399,123826,166581,162655,199198,156560
211400,357479,199198,166581,304125,175040
211401,272143,277491,234267,64329,235616
211402,199198,272143,64329,198659,235715
211403,123818,123290,124748,124352,124177
211404,161602,64329,207994,198659,199198
211405,234698,272143,111043,336220,289090
211406,199198,166581,64329,198659,156560
211407,272143,235715,64329,199198,162655
211408,199198,64329,166581,324823,215861
211409,202675,209294,46828,207731,202557
211410,156560,272143,284985,160974,166581
211411,124748,272143,288440,123290,124352
211412,237524,199197,168623,209236,64329
211413,272143,235715,64329,199198,162655
211414,95716,48403,20691,300082,288320
211415,160417,218337,162655,160974,64329
211416,64329,198659,166581,162655,158536
211417,64329,272143,289090,336220,234269
211418,272143,199198,166581,211442,324823
211419,158536,160417,272143,199198,166581
211420,160417,218337,162655,160974,64329
211421,95716,234698,293050,64329,272143
211422,162655,124749,123290,123909,123818
211423,64329,156560,95716,353633,162655
